,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-08-01,2015-09-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
10,,0.018673168548831276,,,-0.10873436844079176,-0.03173729742072351,0.037991855905576966,0.004073763886069504,,,,0.027415411127187483,-0.024195144247830314,,,0.05392522569948388,0.04704958306823315,,,0.06259314254928983,,-0.03350791774651307,-0.012189725233006543,,,,0.015781290086063215,,,0.012368806228195472,,,,,-0.04214463059499707,,0.0011241420997550877,-0.05638261222373897,,,-0.030181891615856937,,,-0.04780334522143748,-0.02849583606065703,,,,,,-0.025018754247668085,0.05855298993890082,0.019686929608571213,-0.005760925580205745,0.009459715143261715,,,,,,,,-0.0334198604019873,,,0.07239082453904455,,-0.0026744787312242835,,,,,,-0.032460359848143605,-0.04456293936119826,,0.06129739449552479,0.001119232581946239,,,,-0.00015137791024158465,,0.07133766691758592,,,0.03461824401947311,0.04682895040209267,,,,-0.020977388751080017,,
11,,0.05141752411252032,,,-0.09667903756699281,-0.03143541062597799,0.03811222906250844,0.0033474946987968046,,,,0.040169804049818736,-0.016641808898991695,,,0.03010498785606519,0.0280404716565521,,,0.08593457559889206,,-0.03552853461046612,-0.010536317389604921,,,,-0.01793453026508751,,,0.017937835176288663,,,,,-0.026073360551378988,,0.03823287300579825,-0.08787898243154235,,,-0.012697519997730833,,,-0.06150901892302241,-0.02354685163890463,,,,,,-0.015044705107916334,0.05113558524506748,0.037673990572129945,0.008477817170575719,0.02348292366752258,,,,,,,,-0.011138715873436178,,,0.018754685764503343,,-0.0010153059577515666,,,,,,-0.01462414467883183,-0.03686110114393848,,0.033990803146311144,-0.027898751457906545,,,,-0.005092302393456621,,0.05551340866424492,,,0.06422066523436865,0.07729763443848814,,,,-0.022245414479044934,,
12,,0.0558707643702705,,,-0.11476287539937746,-0.031284501397592424,0.0380279693740988,0.0024752748441110306,,,,0.03636930643792502,-0.024913754597368554,,,0.021973976703306697,0.045655282860809,,,0.08445724069139438,,-0.030255498036488637,0.007637013486651467,,,,-0.0293779852532563,,,0.013866775106357698,,,,,-0.06767765952718441,,0.018252709032102854,,,,0.020650398239289824,,,-0.06839198087067588,-0.036592216448510684,,,,,,-0.03656991392483122,0.059471094249302664,0.01936462927380067,-0.0009689938335618598,0.021913474736374616,,,,,,,,-0.035300606752249886,,,0.10636961347145624,,-0.002755606881487571,,,,,,-0.035436486746729445,0.0653840454606135,,0.0785230569527528,-0.03472427521608479,,,,-0.009500256095198473,,0.056227539486098155,,,0.15827037476603145,0.0677856132801189,,,,-0.016523675478079092,,
13,,,,,-0.08025812534932508,-0.03133480194336413,0.03753430571758454,0.003129511046707556,,,,0.010883106833525669,-0.02288265757436725,,,0.031184224485965473,0.04355451878565053,,,0.088787268939019,,-0.02933033816983255,0.008983904353785155,,,,-0.0534705756365883,,,-0.012281099842706755,,,,,,,0.04819200469408458,,,,-0.031403878435246835,,,-0.06556041188465156,-0.0061569834770855425,,,,,,0.023363379658421835,0.02482791431456824,0.010848841748276272,0.002821269103477686,0.00199189108876352,,,,,,,,-0.01661320760444618,,,,,0.004445380572682067,,,,,,-0.059114257866054454,0.042833913199240126,,0.1560499397072727,-0.06467551374391312,,,,-0.02551207591598817,,0.09002107892676003,,,,0.09089105421691501,,,,-0.01604013798914461,,
14,,,,,-0.12639041841049803,-0.031800201975663134,0.03684758766063512,0.0040858639048244605,,,,0.009033335873073978,-0.024038231999230497,,,0.04551772250448016,0.032270324676149986,,,,,-0.03962110853645273,-0.004866900628800019,,,,-0.04782938921092339,,,-0.04635828515260321,,,,,,,0.010826208446124586,,,,-0.013793700394624464,,,-0.07351073426667443,-0.028828803370051725,,,,,,0.14881897378321862,0.025709276275288767,-0.023672099679334757,-0.0055517538762569485,6.29275346337721e-05,,,,,,,,-0.018171976550751756,,,,,0.0443712108408012,,,,,,-0.04783520794062518,0.027131896466148442,,,-0.05581371094441001,,,,0.010425277820700546,,0.05706404495779338,,,,0.04980674677913566,,,,-0.003465398697025668,,
15,,,,,-0.1439333088325938,-0.03169955658702439,0.036690901689132804,0.002499513448938284,,,,-0.006801408743312698,-0.01748573067378434,,,0.03536242592461525,0.029799215981499483,,,,,-0.032470170113184205,-0.02268950168177364,,,,-0.055678944082636184,,,-0.08476103165034665,,,,,,,-0.007264219344154443,,,,-0.06714085364752842,,,-0.0786358525727262,0.004586173909697788,,,,,,,0.02540212314479065,0.0009609333991815738,-0.010638642879171656,0.01527646774608804,,,,,,,,-0.03711062877609961,,,,,0.01728059195176601,,,,,,-0.04333008985055792,0.0233249537612662,,,,,,,-0.03778472735686547,,0.07935341938294094,,,,0.06229098511350184,,,,-0.01350980405575175,,
16,,,,,-0.05398827191675615,-0.031825364905636144,0.038725906876859284,,,,,-0.020733536654523932,-0.01927277304663555,,,0.040648074518698674,0.02315856395775273,,,,,-0.03277910524709515,-0.001601000541373132,,,,-0.016512286264573905,,,-0.022890886583670333,,,,,,,0.0028661574682803392,,,,-0.062564093427798,,,-0.08135925223114915,-0.0653887814543665,,,,,,,0.02944158873315597,-0.019945093787513357,-0.003093580338524027,0.026547708177995677,,,,,,,,-0.04596948333492157,,,,,0.01655136671204427,,,,,,-0.03738376740099353,0.04326330611806195,,,,,,,-0.04087921569454814,,0.11022131090397058,,,,0.045057153016969664,,,,-0.00446872493617434,,
17,,,,,-0.07328464962422832,-0.03171213670666151,0.039723832956850114,,,,,0.01799064095554226,-0.02958800025851982,,,0.034440398308404396,0.02623621439716972,,,,,-0.035135138667932164,-0.020055944137431947,,,,-0.027249584397385895,,,-0.051203792776754575,,,,,,,0.0016847498868389765,,,,-0.04798021675237241,,,-0.057846496147979654,-0.03591689766459799,,,,,,,0.04462376499250523,-0.023988528591128322,-0.022687754686230854,0.015212937013676764,,,,,,,,-0.03920205115169395,,,,,-0.04852910259794774,,,,,,-0.06561475507353248,0.06745912239425034,,,,,,,,,,,,,,,,,0.03382618719093866,,
18,,,,,-0.07916125731357715,-0.03203927537862783,,,,,,-0.0008288304908922184,-0.024038678714936257,,,0.030564728822024323,0.017689231627823654,,,,,,-0.020017927439166527,,,,-0.036558987040926194,,,,,,,,,,0.008177083077628544,,,,,,,,-0.027035559513945595,,,,,,,0.03659234550514859,-0.03678169483568727,0.0009030967660311195,0.0376509765437093,,,,,,,,-0.034210669839669805,,,,,-0.008155659013993732,,,,,,-0.04456748461128718,0.026966696389760014,,,,,,,,,,,,,,,,,0.0005891511779583247,,
19,,,,,-0.08510769346046687,-0.032139954965926476,,,,,,-0.011329903761207016,-0.03869010136523565,,,-0.026585451238489655,0.01485691716055304,,,,,,,,,,-0.11249274188950675,,,,,,,,,,0.01674245112465733,,,,,,,,-0.060503499205827704,,,,,,,0.03342031023007955,-0.023879766621407006,,,,,,,,,,-0.050324251538518605,,,,,0.028279050731251587,,,,,,-0.05303370009191449,0.0017431464343723446,,,,,,,,,,,,,,,,,-0.01768028370203889,,
20,,,,,-0.08559860839728661,-0.031875692665180866,,,,,,-0.02559059280578524,,,,-0.021147465736017224,-0.01064596963992992,,,,,,,,,,-0.14703075211703442,,,,,,,,,,0.008236504692882174,,,,,,,,-0.038576294737633854,,,,,,,0.019292210824843697,,,,,,,,,,,-0.05278714114155392,,,,,0.07751203421986941,,,,,,-0.0620485461125016,-0.015321239616458926,,,,,,,,,,,,,,,,,,,
21,,,,,,-0.03195118905397254,,,,,,-0.023363021005971985,,,,,0.020051788029491924,,,,,,,,,,-0.1468006056587483,,,,,,,,,,-0.05071823842515555,,,,,,,,-0.07493531140605242,,,,,,,0.04855937406684821,,,,,,,,,,,-0.0573708962494649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,0.007960524694264448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
